,Title,Genero,Rating,Reviews,Cast,Lemmatized_reviews,Sentiment,Sentiment_Lemmatized
7897,Martial Universe,"Drama, Sci-Fi & Fantasy, Action & Adventure",6.5,"Martial arts for retarded dummies. Sorry, that was not accurate, as there are no martial arts at all, not even wire-fu! The storytelling is boring, the characters are unsympathetic and the visual effects are expensive looking, but cheaply executed.","Yang Yang, Zhang Tian'ai, Wang Likun, Liu Yan","martial arts retard dummy . sorry , accurate , martial arts , even wire-fu ! storytelling bore , character unsympathetic visual effect expensive look , cheaply execute .",-1,-1
7902,Hijack,Drama,7.815,"I came to this series predominantly because Idris Elba is the lead character. I'm a big fan of his work, so its somewhat disappointing not be able to offer a resounding endorsement, of Hijack.

I do feel that hijacking as a foundation, for a film, can work in 90 or so minutes of screen time. In a multi episodic,  series, I believe its a hard sell. How much can you make story wise of the confined conditions of an aircraft? 

As I'm seeing not a lot and the end result, unsurprisingly, starts to feel as exhausting and monotonous, as a long haul flight. Its not the actors fault, nor is it the writers, there's really only so much you can say. 

In summary, well acted but hamstrung by the basic premise the series is built upon. I personally think it would have worked a lot better as a 90 or so minute, made for TV film.","Idris Elba, Neil Maskell, Eve Myles, Christine Adams, Max Beesley","come series predominantly idris elba lead character . 'm big fan work , somewhat disappoint able offer resound endorsement , hijack . feel hijack foundation , film , work 90 minutes screen time . multi episodic , series , believe hard sell . much make story wise confine condition aircraft ? 'm see lot end result , unsurprisingly , start feel exhaust monotonous , long haul flight . actors fault , writers , 's really much say . summary , well act hamstring basic premise series build upon . personally think would work lot better 90 minute , make tv film .",1,1
7903,The Continental: From The World Of John Wick,"Crime, Drama, Action & Adventure",7.4,"The Continental, for me, at least, is too much The Sopranos and too little, John Wick. 

The atmosphere and the characterisations, feel more akin to a mobster series, than one about hit men and assassins. Its brash, its loud, one of the main character's called ""Frankie"" (insert ""Joey, ""Tony"", you get the idea...its all the same) its wise guy smart mouthing, ""slipped on the lawn"" one liners. No doubt too, everyone, hate's each other but its all mobster  gaudiness, cheesy parties, back slapping and hugs. ""Ugh"". 

There is an attempt to insert a little upper crust pretension and big money, wheeler dealing over parking lots, of all things but by then, the breads well and truly buttered.

I'll be honest and say, I did not make it through the first episode. How on earth, did they get it this wrong? Its almost like the producers were given the script from another show, by mistake. 

In summary, if you like the John Wick franchise you may well find the cognitive dissonance, in terms of overall handling and atmosphere, simply too ""wrong"". I know I did.","Colin Woodell, Mel Gibson, Mishel Prada, Ben Robson, Hubert Point-Du Jour","continental , , least , much sopranos little , john wick . atmosphere characterisations , feel akin mobster series , one hit men assassins . brash , loud , one main character 's call `` frankie '' ( insert `` joey , `` tony '' , get idea ... ) wise guy smart mouth , `` slip lawn '' one liners . doubt , everyone , hate 's mobster gaudiness , cheesy party , back slap hug . `` ugh '' . attempt insert little upper crust pretension big money , wheeler deal park lot , things , bread well truly butter . 'll honest say , make first episode . earth , get wrong ? almost like producers give script another show , mistake . summary , like john wick franchise may well find cognitive dissonance , term overall handle atmosphere , simply `` wrong '' . know .",1,1
7903,The Continental: From The World Of John Wick,"Crime, Drama, Action & Adventure",7.4,Pilot Episode Satisfies the World of John Wick 🥇,"Colin Woodell, Mel Gibson, Mishel Prada, Ben Robson, Hubert Point-Du Jour",pilot episode satisfy world john wick 🥇,1,1
7903,The Continental: From The World Of John Wick,"Crime, Drama, Action & Adventure",7.4,"Wasn't quite sure about this, as I had read the reviews here, but, the series had me binge watching the three ninety minute episodes in one sitting. True, its not John Wick, but then again, the focus here ""isn't"" John Wick, and its before ""his"" time in this ""World"". The Franchise basically explained the movies as providing tid-bits throughout the four movies of John Wick, giving us slight glimpses of the background characters. Which, as they said, could be better focused on, in as much detail as they see fit, in spin-off movies or series.

The Continental is just that, a glimpse, in more detail of Winston, and Charon, of The Continental New York, circa 1955. Using dates mentioned by Winston from the movies, around forty years previous to the movies. We are given more information and background as to his early childhood, early induction into the John Wick World, and strengthening his character, as well as Charon, to his ""devotion"" shown to the Continental, High Table, and the bond between Winston and Charon's characters within the movies.","Colin Woodell, Mel Gibson, Mishel Prada, Ben Robson, Hubert Point-Du Jour","n't quite sure , read review , , series binge watch three ninety minute episodes one sit . true , john wick , , focus `` n't '' john wick , `` '' time `` world '' . franchise basically explain movies provide tid-bits throughout four movies john wick , give us slight glimpse background character . , say , could better focus , much detail see fit , spin-off movies series . continental , glimpse , detail winston , charon , continental new york , circa 1955. use date mention winston movies , around forty years previous movies . give information background early childhood , early induction john wick world , strengthen character , well charon , `` devotion '' show continental , high table , bond winston charon 's character within movies .",1,1
7914,T. J. Hooker,"Drama, Crime",6.3,"I look back at the Twilight Zone sometimes and remember that Captain Kirk could really act and not just play characters.

This is T. J. Hooker, this is Shatner playing Captain Kirk on earth in the 1980s. Don't sit down and think you are going to get the man that is paranoid to fly and sees a Gremlin on the wing, or a newlywed obsessed with a fortune telling machine in a cafe...

... This isn't that Shatner, this is Shatner playing Kirk as a cop in the 80s.

But, don't think it sucks either, because it does work in an over-the-top cartoonish sort of way, and that was what the show was meant to be. Serious and tongue in cheek at the same time.

For those of you my age, Hooker is Sledge Hammer! (1986) if Sledge Hammer! Didn't know it was a comedy.

And for entertainment value it works.","William Shatner, Heather Locklear, James Darren, Elizabeth Reiko Kubota","look back twilight zone sometimes remember captain kirk could really act play character . t. j. hooker , shatner play captain kirk earth 1980s . n't sit think go get man paranoid fly see gremlin wing , newlywed obsess fortune tell machine cafe ... ... n't shatner , shatner play kirk cop 80s . , n't think suck either , work over-the-top cartoonish sort way , show mean . serious tongue cheek time . age , hooker sledge hammer ! ( 1986 ) sledge hammer ! n't know comedy . entertainment value work .",1,1
7929,Sense8,"Sci-Fi & Fantasy, Drama",7.752,"This review is for the series overall.

An exceptional series from the Wachowskis as long as you're not homophobic.

1. The writing is on point most of the time. Main characters and supporting characters shine.
2. The cast is fantastic.
3. The multiple shooting locations around the world was a boon to this series.
4. Bug is best buddy.

Honestly, Bae Doona, the Wachowskis, and talk of this series having LGBT characters and being pro-LGBT were what piqued my interest in it. I'm glad it I eventually watched it. There's so much humanity on display here and it's beautiful to watch. It's a shame that Netflix didn't let it run it's course more naturally. The series finale feels rushed as a result, but it ends the series fine enough.

It was nice to see Lost alumni Naveen Andrews again. Capheus is recast in season 2. I was sad to see Aml Ameen not return, but Toby Onwumere filled the role well.","Miguel Ángel Silvestre, Max Riemelt, Jamie Clayton, Bae Doona, Brian J. Smith","review series overall . exceptional series wachowskis long 're homophobic . 1. write point time . main character support character shine . 2. cast fantastic . 3. multiple shoot locations around world boon series . 4. bug best buddy . honestly , bae doona , wachowskis , talk series lgbt character pro-lgbt pique interest . 'm glad eventually watch . 's much humanity display 's beautiful watch . 's shame netflix n't let run 's course naturally . series finale feel rush result , end series fine enough . nice see lose alumni naveen andrews . capheus recast season 2. sad see aml ameen return , toby onwumere fill role well .",1,1
7949,Mrs. Fazilet And Her Daughters,"Drama, Family",7.9,"Great acting, non-forgettable love story, a lots of surprises!","Nazan Kesal, Deniz Baysal, Çağlar Ertuğrul, Mahir Günşiray, Tolga Güleç","great act , non-forgettable love story , lot surprise !",1,1
7973,Nancy Drew,"Mystery, Drama, Sci-Fi & Fantasy",7.795,"Yeah, this is Nancy Drew in name only. It can be argued that she changed significantly over the course of the novels, but this is extremely far removed from Actually being Nancy Drew.

The CW did a worse job on this than they did Riverdale. The absolute worst part is the constant mentions of the actual Nancy Drew, apparently somewhere in her history, she was the character that people knew and loved from the novels.

And, like Riverdale, I'm pretty sure I already solved the mystery and we're only a few weeks into it. But that's because they are spending more time focusing on making it edgy and sexy and not enough time on making an actual plot. That and there is enough hint of the new popular woke politics to limit the antagonist to only a specific race, gender, and sexuality.","Kennedy McMann, Leah Lewis, Maddison Jaizani, Tunji Kasim, Alex Saxon","yeah , nancy draw name . argue change significantly course novels , extremely far remove actually nancy draw . cw worse job riverdale . absolute worst part constant mention actual nancy draw , apparently somewhere history , character people know love novels . , like riverdale , 'm pretty sure already solve mystery 're weeks . 's spend time focus make edgy sexy enough time make actual plot . enough hint new popular wake politics limit antagonist specific race , gender , sexuality .",1,1
7993,Falling Skies,"Action & Adventure, Sci-Fi & Fantasy, Drama",7.1,"It starts really well. The first couple of seasons is really enjoyable, but then they sadly start to add more and more things and it turns into a really chaotic story without a clear direction.","Noah Wyle, Moon Bloodgood, Will Patton, Drew Roy, Connor Jessup","start really well . first couple season really enjoyable , sadly start add things turn really chaotic story without clear direction .",-1,-1
8017,Roswell,"Sci-Fi & Fantasy, Drama",7.708,"When I think of this show, it reminds of Dido's Here with Me, and vice versa.

It was a good teen drama of 1999.","Shiri Appleby, Jason Behr, Katherine Heigl, Majandra Delfino, Brendan Fehr","think show , remind dido 's , vice versa . good teen drama 1999 .",1,1
8026,Wind Breaker,"Animation, Action & Adventure",8.2,"""Wind Breaker"" is a captivating anime that has managed to grab my attention and keep me eagerly awaiting each new episode. From the start, this series has shown great potential, and I believe it is living up to that promise exceptionally well. As of now, with eight episodes released, it has proven to be a standout in its genre, thanks to its impressive fight choreography, stunning graphics, and well-developed characters.

One of the most striking aspects of ""Wind Breaker"" is its fight scenes. The choreography is simply outstanding, with each battle meticulously planned and executed. The fluidity of the movements, the strategic use of the environment, and the sheer intensity of the encounters make for a thrilling viewing experience. The animation quality is top-notch, bringing these high-octane scenes to life with vibrant colors and detailed character designs. It's clear that a lot of effort has gone into making each fight sequence as visually spectacular and engaging as possible.

The graphics in ""Wind Breaker"" deserve special mention. The attention to detail in the backgrounds, the dynamic camera angles, and the overall aesthetic of the show contribute to its immersive quality. Whether it's the bustling streets or the quieter moments of introspection, the visual elements of the anime are consistently impressive. This high level of artistry helps to draw the viewer into the world of ""Wind Breaker"" and makes each episode a visual treat.

The cast of ""Wind Breaker"" is another area where the anime shines. Often in action-oriented series, side characters can feel like mere filler, existing only to support the main protagonist. However, this is not the case here. Each character, regardless of their role, is given a distinct personality and, importantly, a unique fighting style. This diversity in character design and behavior adds depth to the story and keeps the interactions fresh and interesting.

Initially, I was concerned that ""Wind Breaker"" might lack a substantial storyline, focusing solely on action and fight sequences. However, my fears were quickly dispelled as the episodes progressed. The narrative has developed significantly, weaving in character backstories and motivations that enrich the overall plot. This growth in character development is particularly noteworthy. Each episode peels back another layer of the characters, revealing their complexities and making them more relatable and engaging.

The main character, in particular, has shown remarkable growth. Starting as a somewhat typical protagonist, he has evolved into a multifaceted character with a compelling journey. His interactions with other characters and his personal struggles add emotional weight to the series, making it more than just a series of well-executed fight scenes. The supporting characters are also given their moments to shine, with their own arcs and development that complement the main storyline.

Without delving into spoilers, I can say that ""Wind Breaker"" has managed to create a narrative that balances action with character-driven storytelling. The fights are not just physical confrontations but are often tied to the characters' personal growth and the broader plot. This integration of action and story is one of the show's strengths, keeping the audience invested in both the outcome of the battles and the fate of the characters.

In conclusion, ""Wind Breaker"" is an anime that I highly recommend. It combines breathtaking fight choreography, stunning graphics, and well-rounded characters to create a compelling viewing experience. The series has already shown significant character development and plot progression in just eight episodes, promising even more exciting developments in the future. Whether you are a fan of action-packed anime or enjoy character-driven stories, ""Wind Breaker"" has something to offer.

The journey of watching ""Wind Breaker"" has been a thrilling one so far, and I am eager to see where the story goes next. With its impressive start and consistent quality, it has quickly become one of my favorite anime. If you haven't started watching it yet, I urge you to give it a try. You might find yourself just as hooked as I am, eagerly waiting for the next episode to drop.","Yuma Uchida, Shoya Chiba, Koki Uchiyama, Nobunaga Shimazaki, Ryota Suzuki","`` wind breaker '' captivate anime manage grab attention keep eagerly await new episode . start , series show great potential , believe live promise exceptionally well . , eight episodes release , prove standout genre , thank impressive fight choreography , stun graphics , well-developed character . one strike aspects `` wind breaker '' fight scenes . choreography simply outstanding , battle meticulously plan execute . fluidity movements , strategic use environment , sheer intensity encounter make thrill view experience . animation quality top-notch , bring high-octane scenes life vibrant color detail character design . 's clear lot effort go make fight sequence visually spectacular engage possible . graphics `` wind breaker '' deserve special mention . attention detail background , dynamic camera angle , overall aesthetic show contribute immersive quality . whether 's bustle streets quieter moments introspection , visual elements anime consistently impressive . high level artistry help draw viewer world `` wind breaker '' make episode visual treat . cast `` wind breaker '' another area anime shin . often action-oriented series , side character feel like mere filler , exist support main protagonist . however , case . character , regardless role , give distinct personality , importantly , unique fight style . diversity character design behavior add depth story keep interactions fresh interest . initially , concern `` wind breaker '' might lack substantial storyline , focus solely action fight sequence . however , fear quickly dispel episodes progress . narrative develop significantly , weave character backstories motivations enrich overall plot . growth character development particularly noteworthy . episode peel back another layer character , reveal complexities make relatable engage . main character , particular , show remarkable growth . start somewhat typical protagonist , evolve multifaceted character compel journey . interactions character personal struggle add emotional weight series , make series well-executed fight scenes . support character also give moments shine , arc development complement main storyline . without delve spoilers , say `` wind breaker '' manage create narrative balance action character-driven storytelling . fight physical confrontations often tie character ' personal growth broader plot . integration action story one show 's strengths , keep audience invest outcome battle fate character . conclusion , `` wind breaker '' anime highly recommend . combine breathtaking fight choreography , stun graphics , well-rounded character create compel view experience . series already show significant character development plot progression eight episodes , promise even excite developments future . whether fan action-packed anime enjoy character-driven stories , `` wind breaker '' something offer . journey watch `` wind breaker '' thrill one far , eager see story go next . impressive start consistent quality , quickly become one favorite anime . n't start watch yet , urge give try . might find hook , eagerly wait next episode drop .",1,1
8030,The 8 Show,"Drama, Mystery",7.2,"**Ultimate stupidity**

This show is so so so stupid that I have no words to express it.

It starts like the squid game plot then evolves to the movie ‘platform’, and that’s it! Soon you find yourself watching stupid and lame decisions made by the protagonists one after another. 

They all helplessly play the game (despite not getting food and drink and getting tazed and beaten endlessly). Why? They had money to buy food? Most of them had enough money to pay their debts? Simply illogical and stupid.

Don’t waste your time on this series.","Ryu Jun-yeol, Chun Woo-hee, Park Jeong-min, Lee Yul-eum, Park Hae-jun","* * ultimate stupidity * * show stupid word express . start like squid game plot evolve movie ‘ platform ’ , ’ ! soon find watch stupid lame decisions make protagonists one another . helplessly play game ( despite get food drink get tazed beat endlessly ) . ? money buy food ? enough money pay debts ? simply illogical stupid . ’ waste time series .",-1,-1
8038,Watchmen,"Drama, Crime, Sci-Fi & Fantasy",7.7,"For the comic book ''purists'', it was blasphemy. To the racists who were offended, it was an insult.
I hate to generalize but when you upset two of today's most toxic groups, that believe they know something you don't, then you will certainly have my attention.

Lindelof's approach is not canon and it's fine. Watchmen's current and official sequel in the comic books ended last Wednesday with the release of Doomsday Clock #12 where the long-awaited confrontation between Dr. Manhattan and Superman will finally occur.

But personally I think it was a great show. He took the world from the comic book and gave it a different voice.
He built an interesting mystery around certain characters from the original story and rooted it in fairly relevant themes that as it showed from its first episode and until its last, encompass decades of hatred that are still alive today.

Until now it's believed that it will only be a stand-alone season and if so I'm okay with it.
I'm open to a second one, but I think the story that was told was enough. And believe me that I enjoyed it week by week since it started.

My only but and that's why I didn't give it the 5 stars is that despite the good handling of the plot, Lindelof made a mistake in order to make his romantic story work and that is that he weakened Dr. Manhattan. A lot.

I understand it's his vision, but you're telling me that Ozymandias being the smartest person in the world didn't manage to capture that omnipotent being but a flock of racists did? C'mon.

Nonetheless it was a great show. If you haven't watch it, start now.","Regina King, Yahya Abdul-Mateen II, Jeremy Irons, Jean Smart, Tom Mison","comic book `` purists '' , blasphemy . racists offend , insult . hate generalize upset two today 's toxic group , believe know something n't , certainly attention . lindelof 's approach canon 's fine . watchmen 's current official sequel comic book end last wednesday release doomsday clock # 12 long-awaited confrontation dr. manhattan superman finally occur . personally think great show . take world comic book give different voice . build interest mystery around certain character original story root fairly relevant theme show first episode last , encompass decades hatred still alive today . 's believe stand-alone season 'm okay . 'm open second one , think story tell enough . believe enjoy week week since start . 's n't give 5 star despite good handle plot , lindelof make mistake order make romantic story work weaken dr. manhattan . lot . understand 's vision , 're tell ozymandias smartest person world n't manage capture omnipotent flock racists ? c'mon . nonetheless great show . n't watch , start .",1,-1
8038,Watchmen,"Drama, Crime, Sci-Fi & Fantasy",7.7,"If you enjoy reading my Spoiler-Free reviews, please follow my blog @ https://www.msbreviews.com

**Original Review (based on the season's first six episodes handed to press):**

When I discovered that a new show based on the world of Watchmen was in the works, I really didn't have any sort of reaction. But then it was announced that Damon Lindelof (responsible for co-creating my favorite TV series ever, Lost) was the mind behind all of it and that the show wouldn't follow either the graphic novel or Zack Snyder's film, I was genuinely excited. I really enjoy 2009's Watchmen, but I always felt that a single movie (even with an extended runtime) was not enough to showcase its complex rules and layered themes. With this series, Lindelof delivers one of the best new TV shows of the year!

Within the first six episodes, it's already remarkable what he's able to achieve. I've seen some people complaining about how political the season is... You do know we're discussing Watchmen, right? Both the comic and film are packed with politics and social messages relevant to this day and age. So, obviously, the TV series is also heavily centered around a political tone, and it's handled beautifully. Nowadays, it's challenging to produce anything that addresses sensitive issues because, well, people get offended pretty easily. Having in mind the opening sequence of the pilot (so brutal), it's undeniable that the show is incredibly brave in tackling historical moments in a fictional work.

While Snyder's style is occasionally present, the graphic novel has a tremendous impact on the series regarding its references and story. By now, the first episode has already aired, so you already have at least one hint of where the show might be placed in time and space. What I love the most about this season is undoubtedly its storytelling structure. Lindelof borrows his own tricks from Lost and uses the back-and-forward way of telling how the action is happening. This non-linear chronology of events generates tons of questions that are answered in innovative, intelligent, and twisty plot points.

I would say that the first two chapters ask more than explain, but from the third episode onwards, all have significant revelations (and a few more questions). Some are completely unexpected and shocking. Others may be predictable but are told through a unique perspective. Every time I finished an episode, I wanted the ""Next Episode"" button to click on (fortunately for me, I did have that button). This desire not only has to do with the captivating screenplay, but with the fully-developed, compelling characters. In the same way that the movie wasn't a generic superhero flick, this series deals with more profound thematics.

Regina King is a total badass as Sister Night, but it's Angela Abar who makes the viewer care about her. From her life principles to her strong personality, she has everything a protagonist needs. King shines in a few emotionally powerful scenes, but her action sequences are also impressive. Yes, let me get this out of the way: there's more than enough fights. If I'm not mistaken, every single episode has at least a couple of great action scenes. A few long takes, some excellent choreography, but just like the source material, Watchmen isn't about the (cool) fights.

Every character is really well-developed. From their backstory to their desires, everyone gets a good chunk of runtime, including the seemingly secondary characters. No one is ""just there"". Everyone has a role to play either in the intriguing plot or in the eventually important mysterious side stories. Jeremy Irons is phenomenal as Adrian Veidt, and I recommend patience and tons of attention to his story that seems isolated. It's probably the most puzzling subplot of the show. Jean Smart shares the lead torch with King from the third episode on, by portraying someone we all know and love. Once again, the casting is perfect, as well as her outstanding performance.

Tim Blake Nelson does a great job with the most fascinating secondary character, Looking Glass. Yahya Abdul-Mateen II doesn't have much to do as Angela's husband, Cal Abar, but he still offers a grounded display. Finally, Louis Gossett Jr gives the fitting mysterious vibe to ""the wheelchair guy"". Damon Lindelof doesn't hold back when it comes to reference other works. Easter Eggs to both the film and comic are spread across the entire season. He always hides a few critical elements to the plot in the background or even in plain sight (someone's secretary or office), so be sure to keep your eyes wide open.

Technically, I have to praise the costume design, which offers some awesome superhero outfits. I love how CGI-less the series is as well. There are tons of practical effects, the production design is astonishing, and the use of real sets delivers that realism that a green screen can never get quite right. The score is addictive and even helpful to understand where the story might be going (if you've seen the first episode, you should research where the title card came from).

Watchmen is one of the best TV shows to premiere this year. Its pilot resembles Lost's, where dozens of questions are asked, and barely any answer is given. So far, I only have one minor issue with one of the subplots that doesn't seem to be developing at the same pace or with the same concern as the rest. Everything else is pretty much seamless. From the phenomenal casting to the exceptionally well-developed, compelling characters, Damon Lindelof is able to deliver yet another fantastic TV series. The technical quality is impeccable as expected, but it's the original take on a post-Watchmen (comic/movie) through an incredibly captivating storytelling structure that impresses me the most. If you're a fan of Snyder's film or the comic, definitely don't miss this show! If you have no past experience with this world, then this series won't stop to explain to you what happened or how things got where they're at.

**Final Thoughts (based on the remaining episodes and the entire season):**

I never thought I would be re-reading my original review, and laugh so much at myself for thinking certain characters or particular subplots wouldn't have that much interest or impact in the narrative. My only issue concerning the first six episodes revolved around a subplot involving Lady Trieu (Hong Chau), which I found to be slowly developing, and it was the only story I wasn't able to fit with the others. So, my overall opinion on the season would heavily depend on how the last three episodes tie everything together...

Damon Lindelof is a genius. You know when something is so incredible that we start getting a bit angry because of how flawless it is? That's me on the penultimate chapter, A God Walks into Abar. It's one of the best episodes based on exposition in the history of television! Looking back, I can now affirm that every single shot matters. Every line of dialogue, every tiny little detail. If Game of Thrones ditched tons of narratives and prophecies in its last season, Watchmen does the exact opposite: it literally ties every thread, big or small, together in a seamless fashion.

If you are part of the group of people who gave up on the first episodes due to their ambiguousness, then you missed the answers to the questions that made you quit. You missed one of the best-written seasons ever. Patience is a virtue, and everyone should go back and watch the whole show before jumping to impulsive decisions. I promise: every single story makes sense, and all are blended together in the most perfect, mind-blowing, entertaining way possible. From the wheelchair old man to the whereabouts of Dr. Manhattan or Adrian Veidt, you won't be disappointed. The ending will generate discourse for years or at least until an inevitable (?) second season.

If, after six episodes, I couldn't wholly assert that Damon Lindelof delivered one of the best TV shows of the year, now I can. Watchmen is not only the best TV series of 2019, but it's one of the best debut seasons I've ever witnessed. From its jaw-dropping writing to the outstanding performances, it possesses more than just a couple of near-perfect episodes. It might scare some people off due to its initial vagueness, but the last episodes compensate the time spent thinking about the numerous questions. If you're a fan of the graphic novel or of Zack Snyder's film, you need to experience this TV adaptation. Just make sure you have previous knowledge of this world because Lindelof doesn't stop to introduce anyone to how things work...

Rating: A+","Regina King, Yahya Abdul-Mateen II, Jeremy Irons, Jean Smart, Tom Mison","enjoy read spoiler-free review , please follow blog @ https : //www.msbreviews.com * * original review ( base season 's first six episodes hand press ) : * * discover new show base world watchmen work , really n't sort reaction . announce damon lindelof ( responsible co-creating favorite tv series ever , lose ) mind behind show would n't follow either graphic novel zack snyder 's film , genuinely excite . really enjoy 2009 's watchmen , always felt single movie ( even extend runtime ) enough showcase complex rule layer theme . series , lindelof deliver one best new tv show year ! within first six episodes , 's already remarkable 's able achieve . 've see people complain political season ... know 're discuss watchmen , right ? comic film pack politics social message relevant day age . , obviously , tv series also heavily center around political tone , 's handle beautifully . nowadays , 's challenge produce anything address sensitive issue , well , people get offend pretty easily . mind open sequence pilot ( brutal ) , 's undeniable show incredibly brave tackle historical moments fictional work . snyder 's style occasionally present , graphic novel tremendous impact series regard reference story . , first episode already air , already least one hint show might place time space . love season undoubtedly storytelling structure . lindelof borrow trick lose use back-and-forward way tell action happen . non-linear chronology events generate tons question answer innovative , intelligent , twisty plot point . would say first two chapters ask explain , third episode onwards , significant revelations ( question ) . completely unexpected shock . others may predictable tell unique perspective . every time finish episode , want `` next episode '' button click ( fortunately , button ) . desire captivate screenplay , fully-developed , compel character . way movie n't generic superhero flick , series deal profound thematics . regina king total badass sister night , 's angela abar make viewer care . life principles strong personality , everything protagonist need . king shin emotionally powerful scenes , action sequence also impressive . yes , let get way : 's enough fight . 'm mistake , every single episode least couple great action scenes . long take , excellent choreography , like source material , watchmen n't ( cool ) fight . every character really well-developed . backstory desire , everyone get good chunk runtime , include seemingly secondary character . one `` '' . everyone role play either intrigue plot eventually important mysterious side stories . jeremy iron phenomenal adrian veidt , recommend patience tons attention story seem isolate . 's probably puzzle subplot show . jean smart share lead torch king third episode , portray someone know love . , cast perfect , well outstanding performance . tim blake nelson great job fascinate secondary character , look glass . yahya abdul-mateen ii n't much angela 's husband , cal abar , still offer ground display . finally , louis gossett jr give fit mysterious vibe `` wheelchair guy '' . damon lindelof n't hold back come reference work . easter egg film comic spread across entire season . always hide critical elements plot background even plain sight ( someone 's secretary office ) , sure keep eye wide open . technically , praise costume design , offer awesome superhero outfit . love cgi-less series well . tons practical effect , production design astonish , use real set deliver realism green screen never get quite right . score addictive even helpful understand story might go ( 've see first episode , research title card come ) . watchmen one best tv show premiere year . pilot resemble lose 's , dozens question ask , barely answer give . far , one minor issue one subplots n't seem develop pace concern rest . everything else pretty much seamless . phenomenal cast exceptionally well-developed , compel character , damon lindelof able deliver yet another fantastic tv series . technical quality impeccable expect , 's original take post-watchmen ( comic/movie ) incredibly captivate storytelling structure impress . 're fan snyder 's film comic , definitely n't miss show ! past experience world , series wo n't stop explain happen things get 're . * * final thoughts ( base remain episodes entire season ) : * * never think would re-reading original review , laugh much think certain character particular subplots would n't much interest impact narrative . issue concern first six episodes revolve around subplot involve lady trieu ( hong chau ) , find slowly develop , story n't able fit others . , overall opinion season would heavily depend last three episodes tie everything together ... damon lindelof genius . know something incredible start get bite angry flawless ? 's penultimate chapter , god walk abar . 's one best episodes base exposition history television ! look back , affirm every single shoot matter . every line dialogue , every tiny little detail . game throne ditch tons narratives prophecies last season , watchmen exact opposite : literally tie every thread , big small , together seamless fashion . part group people give first episodes due ambiguousness , miss answer question make quit . miss one best-written season ever . patience virtue , everyone go back watch whole show jump impulsive decisions . promise : every single story make sense , blend together perfect , mind-blowing , entertain way possible . wheelchair old man whereabouts dr. manhattan adrian veidt , wo n't disappoint . end generate discourse years least inevitable ( ? ) second season . , six episodes , could n't wholly assert damon lindelof deliver one best tv show year , . watchmen best tv series 2019 , 's one best debut season 've ever witness . jaw-dropping write outstanding performances , possess couple near-perfect episodes . might scare people due initial vagueness , last episodes compensate time spend think numerous question . 're fan graphic novel zack snyder 's film , need experience tv adaptation . make sure previous knowledge world lindelof n't stop introduce anyone things work ... rat : a+",1,1
