Title,Genero,Synopsis,Ganó_Emmy,Cantidad_Emmys,Rating,Popularity,Vote Count,Origin Country,First Air Date,In production,Status,Number of Season,Number of Episodes,Episode Duration,Reviews,Has_Reviews
bates motel,"Drama, Crime, Mystery","A ""contemporary prequel"" to the 1960 film Psycho, depicting the life of Norman Bates and his mother Norma prior to the events portrayed in Hitchcock's film, albeit in a different fictional town and in a modern setting. The series begins after the death of Norma's husband, when she purchases a motel located in a coastal Oregon town so she and Norman can start a new life.",False,0.0,8.07,78.516,1606,US,2013-03-18,False,Ended,5,50,0.0,"Unrelated, boring, ridiculous.
I don't understand how this non-existent story became so popular that it got its TV show. The ""Based on an original movie Psycho from 1960"" is just clickbait, this story has nothing to do with the movie except the names of characters and location. Most of the episodes are filled with absurdly stupid and unrealistic plot twists which make the whole show boring and unpleasant to watch. The most common question asked every few minutes was ""why"". There are more fictional TV series that are at least entertaining, this one is not. After the first few episodes, I treated it like a background for surfing the net and even then it was painful to finish the first season. I won't continue even if it's the last thing left to watch because it's not only a waste of time but also energy - both electric and mine.",True
the good wife,Drama,Alicia Florrick boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,True,5.0,7.6,167.752,597,US,2009-09-22,False,Ended,7,156,43.0,"This show was recommended to us by a relative. It was running on a treating service we had, so we started watching it. We liked it enough so that when our service suddenly stopped running The Good Wife we signed up for CBS All Access.

We have seen all seven seasons now and while I still liked it, the plots started to lag for me a bit in later seasons. Their professional relationships between different law firms or them personally kept changing, reminding me of the show Friends, where it felt like the main characters took turns dating each other.

Another element of the plots that struck me was the formula they seem sped to follow. They used a long running plot, usually political, that ran for entire seasons sometimes, and also had cases they handled that wrapped up in one show. Those cases often ran the same course: first one side would do well in court, then the other side would introduce something that helps them, and then the first side would — you get the idea. I called them reversals and got so I expected them every ten minutes or so for each show. Plus their investigators seemed really good at digging up dirt Fast. It isn’t a terrible thing. They only have 40+ minutes for each show and they want to cram drama in where they can. Perhaps I just noticed it more because I write novels and do a lot of plotting myself.

But we watched the entire seven seasons. I won’t be tempted to watch them again, but I don’t regret the time spent on them either. So now, before we give up CBS All Access, we need to try the sequel series, The Good Fig, and a show Alan Cumming is in that sounds good: Instinct.",True
key & peele,Comedy,"Key & Peele is an American sketch comedy television show. It stars Keegan-Michael Key and Jordan Peele, both former cast members of MADtv. Each episode of the show consists of several pre-taped sketches starring the two actors, introduced by Key and Peele in front of a live studio audience.",True,2.0,7.6,97.82,194,US,2012-01-31,False,Ended,5,53,20.0,No reviews,False
american idol,Reality,"Each year, hopeful singers from all over the country audition to be part of one of the biggest shows in American television history. Who will become the new American Idol?",True,16.0,5.078,1127.928,160,US,2002-06-11,False,Ended,15,567,85.0,"American idol, a season and series juggernaut, one of the most incredible and unique competitions to ever spark the world with the possibility of an unknown person becoming a mega star.

Randy, Paula and Simon, iconic names on their own, but even more when you combine them together. Randy Jackson was a music mogul, an individual who played for Mariah Carey, and a legend in his own right. Paula Abdul music icon from the 80s, one of the biggest selling artist and amazing choreographers ever to step foot on a stage. And then Simon Cowell, the ruthless, aggressive and honest individual that America fell in love with. And has went on to become one of the Biggest Music executive directors in the world.

I’m going to captivate all seasons in this one review, so this is going to be a long one, so enjoy. 

Season one, what an incredible journey, a show that you did not think was going to last let alone become such a mega hit that it became. But more importantly, you had to have the right winner. With America voting did we get the right winner? America selected the quiet yet powerful vocals of Kelly Clarkson. Kelly Clarkson went on to solidify the show as a mega superpower. When she became a Grammy award-winning artist, television actress, movie actress, and she is now has a syndicated talk show. Kelly Clarkson went on to sell millions of albums, worldwide and even placed, second place in Idol against all the other idol competitions around the world.

Season two was the biggest controversial season we saw to date trying to follow up with the success of the first season, we awarded Ruben Studdard, the winner of American idol with a bunch of controversy, whether or not Clay Aiken should’ve been the one to go onto the show. Either way, both men came out of the successful and not only did the two men come out successful. Kimberly called well became in Household, hosting and becoming an actress.

Season three delivered Fantasia Barrino, one of the most underrated incredible voices in the world. Her voice is so unique and iconic. She went onto also become a Grammy award winner and best selling R&B artist. She also stemmed Jennifer Hudson and Oscar winning and Grammy winning artist as well from that season who plays seventh place. This showed American idol was not just focused on the winner, but the people from the top 12 also had an opportunity to become super successful. From the season alone we also got Deanna Degarmo who went to become a Broadway legend.. 

Season four, we got the greatest and legendary country singer in Carrie Underwood. She brought the fire and tore that season apart. She was a young lady who did not know anything and never had been on a plane. To go on and become a multi time, Grammy award winning artist and mega power, and now she sits at the table as one of the judges for American idol. 

Season five became the new controversy, after season two and season three brought us severe controversy season five hit us even harder. Taylor Hicks took home the title of American Idol during this season, and ended up failing as a credible winner. Not being able to hold up to the four before him. All four artists before him either are Grammy winners or Grammy nominated artist. Taylor could not live up to those expectations and standards. His fourth finisher Chris Daughtry went to be a Grammy award-winning rockstar. Which is the person everyone thought was going to win this show. Catherine McVie became an actress and Elliott Yamin pulled out a great singing career as well. we also got the Grammy award winning Christian artist Mandisa, and we got country artist of Bucky Covington and country superstar Kellie Pickler. Season five may have had the wrong winner, but it had the most incredible group of top 12. 

Season six, we got NFL football players, daughter Jordon Sparks as the winner youngest winner at that time. She went on to become also a Grammy nominated artist, keeping the trend alive that success can come from the show. We also got the boxing talents of Blake Lewis, and a few other individuals who stemmed from the show, but didn’t make it to the superstardom level.

Season seven we started to the show out with one of the most incredible finale battles. We’ve seen in a long time David versus David , two different individuals. One rocker and one gospel singer. The older David, David Cook came out on top as he prevailed the rocker of the season. He went on to sell multiple albums, but still never reached the stardom of five of his predecessors. He still had a very successful career, but it was never a megastar career.

During our season, eight journey, American idol decided to spice things up by adding a fourth judge. Kara Diaguardi and she brought a lot of controversy between Simon and herself. After seven years of being the three they are now the four. Kris Allen captured the title of season eight, with one of the most controversial wins of all time. Front runner and expected winner. Adam Lambert went on to become a star in his own right, but was believed to be the actual winner of the show. But America was not ready for an LGBT winner. Especially someone who was completely open about their sexuality. Now American Idol served a little differently than it normally did you may have got a few people to have minor success after the show. But by this time, if you weren’t the winner, you barely got any success afterwards and that didn’t even mean if you got success. Unfortunately, he may have won the competition but he did just as bad as the previous winner from season five.

We move onto season nine still with the same set of judges, Lee Dewyze wins the title in the most forgettable, unsuccessful, and unpopular season ever. America was not fond of the singer, songwriter, crooner season, that transpired from dispatch. The only thing we got from this was gospel singer Colton Dixon, which to be honest with you, he might’ve actually came from a different season, they also attempted to spice things up just a little more, by replacing longtime judge Paula Abdul with Ellen DeGeneres. Ellen did not work out, she hated everything about judging people, and quit the show immediately after.

Season 10, we return to a three judges panel. With Ellen DeGeneres quitting and American idol not renewing Kara‘s contract, and then Simon Cowell exiting the show. We were left up in the air with the judges panel. They brought on Steven Tyler from Aerosmith and Latin legend, Jennifer Lopez. This season saw the winner of Scotty McCreery, who went on to become a country superstar, but not only that he also was the first in a long time where the runner-up went on to be a country superstar in Lauren Alaina. America and American idol were back on top.

We moved into season 11 with the same judges Randy, Jennifer,Steven and what a group they turned out to be, funny and hilarious and great judges. We saw the coronation of Philip Phillips, who went on to have one of the greatest singles of all time. And even had it as the Olympics theme song for that year. Philip had struggled afterwards to captivate and connect with the audience. Which put him in the same boat as Taylor, David, Kris and Lee. But the American Idol team was helpful.

We moved on to season 12 this season saw the departure of Steven Tyler and Jennifer Lopez as judges. And brought in Keith Urban, Nicki Minaj and Mariah Carey. Unfortunately, for this season, Nikki and Mariah could not get along. The fighting, the continued arguments and bantering back-and-forth, took away from the contestants, and took away from their singing, and what the competition in the show was all about, and it turned into a dramatic all out mess. This season we got the winner of Candice Glover, who went on to do nothing, she became one of those forgotten winners, and one of the most failed American Idol winner of all time at this moment. She did release an album, but it failed on the charts. And it was because I believe the focus was off of these individuals and more on the dramatics of the judges. So nobody grew to love them like you did the previous winners.

So we went on to season 14 of American Idol. At this time, American Idol did not invite Nick or Mariah back, and Randy Jackson decided to part ways. The company brought back Jennifer Lopez to join Keith Urban and then brought on Harry Connick Junior, these three became the saving Grace of at least the judges panel. But it was too late for the show. The show kept these judges for the next three seasons. This season we saw the winner Caleb Johnson who took Candice‘s spot as the worst American Idol winner of all time. His failed rocker vibe and music did not captivate or grab anyone’s attention. His album flocked American idol continue to go.

Season 14, we got the winner of NickFradiani personally he is one of my favorite winners, because his music is incredible and underrated. But to the general public, he didn’t sell as bad as the other two but he’s definitely in the bottom five. He did continue to go on to perform in local venues and push forward the best he could. But now it was a stain on the American idol winners, and I believe it stems from that toxic judges panel.

We moved onto season 15, the end of American idol. They brought back the winners and some fan favorites, had a huge celebration for all the years the show was on there. The judges all came back and everybody celebrated. As the winner, Trent Harmon took on the final title of American idol. And even though, it is the end, it did not give him the push. He thought he was going to get. And he once again with the American idol winners became a failed champion.

American idol stayed gone for over a year, and the general public did miss the show, so Walt Disney purchases the show and brings it back with a more positive and energetic flare. They brought it back with the worst voting system, date. The judges had more power than America, so they got to choose majority of who they’re putting in, when America is the one that should be choosing because we are the ones that buy the albums. I said since day one, this was going to be a failure, if they do not change it back to single elimination instead of group elimination. But American idol decided it was going to do its own thing and push on.

Katy Perry, Lionel Richie and Luke Bryan became the new judges of American Idol season 16 through 22

I’m gonna combine the seasons together for the most part, but I’m going to still give them their due and their credibility. Season 16 we saw the winner of Maddie Poppee who also was the wrong winner, because Gabby Barrett who worked third place in the show went on to be a country superstar and was the front runner the entire time. We finally got some thing from one of those shows, but it wasn’t the winner. Unfortunately, the winner went on to be a failed winner again.

Season 17 we saw Laine Hardy someone from previous season come back and capture the title. The Elvis look-alike young country megastar was going to be born, but American idol sat on his album debut, and sat on his music. To the point lane, then became a failed winner and gotten legal trouble, he’s making a return today as we speak. But it may be too late for the young country artist. 

Season 18 the pandemic season, the season that took place with everybody filming from their living room or their bedrooms. We watched as American idol still tried to keep this show relevant with everybody submitting their videos, the judges were on zoom, the contestants were on zoom and we continued to watch this show as just Sam, a young woman with financial issues captured the title. She had a beautiful voice and an incredible presence for someone who was never on the stage. Yet, American Idol dropped the ball with her completely, and she became the worst winner of all time. 
 
We moved onto season 19 when Chayce Beckham, captured the title, he went on to also be a failed winner and not successful in the world of music. He did have one song that slowly climb the charts, but never quite got anywhere. He was brought back many times on the show, but that was the only time you seen or heard of him. Yet, just Sam was still left off the show. And never took the stage.

Season 20 we got the winner of Noah Thompson, the wrong winner of American idol hands-down no questions asked. He captured the title of the show because he was extremely attractive. There was no way that America actually voted him in as the best singer, except they chose him based on his looks. And where did it get us another failed winner American idol is tarnished, I don’t see the show producing a mega star ever again. We have went through so much and yet we’ve gotten nowhere. 
 
But American idol continue to push forward with season 21, that’s when America finally saw firsthand. We claimed wrong winners in the past, but this was hands-down the wrong winner. Iam Tongi American idol’s first Hawaiian winner, went on to accomplish nothing. No music, no album and definitely no concerts. He was awarded the win on this show simply because of the passing of his parent, there is no way that this man beat half of the people that he was going up against. Unfortunately, the winners are final and they claim America’s vote. But this is the first time I questioned 100% whether or not, the show was rigged. They think they were going to get success from this person, no, they are not thinking, marketing wise, American idol went for a sympathetic run instead.

Season 22 another controversy strikes American Idol as Katy Perry the judge is called out for bullying a woman for having a baby and sex under age. Even though that is not what happened, we’re in a world of cancel culture. We’re in a world where people blow up social media and change things. So this will be the last season for Katie Perry as a judge. we went on to Crown the winner of Abi Carter, American idol, normally by this time has pushed their artist to be close to having an album, to get music out there and to captivate the world. But we have yet to see anything or hear anything from this young lady and it just looks like we’re gonna follow the same train of another failed winner.

Season 23 Carrie Underwood American idol. All they need is one mega star to come forward to reconnect the crowd and the audience and build up the history of these legendary winners from the past. Because we have not seen a single successful winner since season 10 and before season six. American Idol has more failed winners than they do champions.",True
american idol,Reality,The iconic series that revolutionized the television landscape by pioneering the music competition genre is back!,True,16.0,6.8,140.648,28,US,2018-03-11,True,Returning Series,7,131,124.0,"American idol, a season and series juggernaut, one of the most incredible and unique competitions to ever spark the world with the possibility of an unknown person becoming a mega star.

Randy, Paula and Simon, iconic names on their own, but even more when you combine them together. Randy Jackson was a music mogul, an individual who played for Mariah Carey, and a legend in his own right. Paula Abdul music icon from the 80s, one of the biggest selling artist and amazing choreographers ever to step foot on a stage. And then Simon Cowell, the ruthless, aggressive and honest individual that America fell in love with. And has went on to become one of the Biggest Music executive directors in the world.

I’m going to captivate all seasons in this one review, so this is going to be a long one, so enjoy. 

Season one, what an incredible journey, a show that you did not think was going to last let alone become such a mega hit that it became. But more importantly, you had to have the right winner. With America voting did we get the right winner? America selected the quiet yet powerful vocals of Kelly Clarkson. Kelly Clarkson went on to solidify the show as a mega superpower. When she became a Grammy award-winning artist, television actress, movie actress, and she is now has a syndicated talk show. Kelly Clarkson went on to sell millions of albums, worldwide and even placed, second place in Idol against all the other idol competitions around the world.

Season two was the biggest controversial season we saw to date trying to follow up with the success of the first season, we awarded Ruben Studdard, the winner of American idol with a bunch of controversy, whether or not Clay Aiken should’ve been the one to go onto the show. Either way, both men came out of the successful and not only did the two men come out successful. Kimberly called well became in Household, hosting and becoming an actress.

Season three delivered Fantasia Barrino, one of the most underrated incredible voices in the world. Her voice is so unique and iconic. She went onto also become a Grammy award winner and best selling R&B artist. She also stemmed Jennifer Hudson and Oscar winning and Grammy winning artist as well from that season who plays seventh place. This showed American idol was not just focused on the winner, but the people from the top 12 also had an opportunity to become super successful. From the season alone we also got Deanna Degarmo who went to become a Broadway legend.. 

Season four, we got the greatest and legendary country singer in Carrie Underwood. She brought the fire and tore that season apart. She was a young lady who did not know anything and never had been on a plane. To go on and become a multi time, Grammy award winning artist and mega power, and now she sits at the table as one of the judges for American idol. 

Season five became the new controversy, after season two and season three brought us severe controversy season five hit us even harder. Taylor Hicks took home the title of American Idol during this season, and ended up failing as a credible winner. Not being able to hold up to the four before him. All four artists before him either are Grammy winners or Grammy nominated artist. Taylor could not live up to those expectations and standards. His fourth finisher Chris Daughtry went to be a Grammy award-winning rockstar. Which is the person everyone thought was going to win this show. Catherine McVie became an actress and Elliott Yamin pulled out a great singing career as well. we also got the Grammy award winning Christian artist Mandisa, and we got country artist of Bucky Covington and country superstar Kellie Pickler. Season five may have had the wrong winner, but it had the most incredible group of top 12. 

Season six, we got NFL football players, daughter Jordon Sparks as the winner youngest winner at that time. She went on to become also a Grammy nominated artist, keeping the trend alive that success can come from the show. We also got the boxing talents of Blake Lewis, and a few other individuals who stemmed from the show, but didn’t make it to the superstardom level.

Season seven we started to the show out with one of the most incredible finale battles. We’ve seen in a long time David versus David , two different individuals. One rocker and one gospel singer. The older David, David Cook came out on top as he prevailed the rocker of the season. He went on to sell multiple albums, but still never reached the stardom of five of his predecessors. He still had a very successful career, but it was never a megastar career.

During our season, eight journey, American idol decided to spice things up by adding a fourth judge. Kara Diaguardi and she brought a lot of controversy between Simon and herself. After seven years of being the three they are now the four. Kris Allen captured the title of season eight, with one of the most controversial wins of all time. Front runner and expected winner. Adam Lambert went on to become a star in his own right, but was believed to be the actual winner of the show. But America was not ready for an LGBT winner. Especially someone who was completely open about their sexuality. Now American Idol served a little differently than it normally did you may have got a few people to have minor success after the show. But by this time, if you weren’t the winner, you barely got any success afterwards and that didn’t even mean if you got success. Unfortunately, he may have won the competition but he did just as bad as the previous winner from season five.

We move onto season nine still with the same set of judges, Lee Dewyze wins the title in the most forgettable, unsuccessful, and unpopular season ever. America was not fond of the singer, songwriter, crooner season, that transpired from dispatch. The only thing we got from this was gospel singer Colton Dixon, which to be honest with you, he might’ve actually came from a different season, they also attempted to spice things up just a little more, by replacing longtime judge Paula Abdul with Ellen DeGeneres. Ellen did not work out, she hated everything about judging people, and quit the show immediately after.

Season 10, we return to a three judges panel. With Ellen DeGeneres quitting and American idol not renewing Kara‘s contract, and then Simon Cowell exiting the show. We were left up in the air with the judges panel. They brought on Steven Tyler from Aerosmith and Latin legend, Jennifer Lopez. This season saw the winner of Scotty McCreery, who went on to become a country superstar, but not only that he also was the first in a long time where the runner-up went on to be a country superstar in Lauren Alaina. America and American idol were back on top.

We moved into season 11 with the same judges Randy, Jennifer,Steven and what a group they turned out to be, funny and hilarious and great judges. We saw the coronation of Philip Phillips, who went on to have one of the greatest singles of all time. And even had it as the Olympics theme song for that year. Philip had struggled afterwards to captivate and connect with the audience. Which put him in the same boat as Taylor, David, Kris and Lee. But the American Idol team was helpful.

We moved on to season 12 this season saw the departure of Steven Tyler and Jennifer Lopez as judges. And brought in Keith Urban, Nicki Minaj and Mariah Carey. Unfortunately, for this season, Nikki and Mariah could not get along. The fighting, the continued arguments and bantering back-and-forth, took away from the contestants, and took away from their singing, and what the competition in the show was all about, and it turned into a dramatic all out mess. This season we got the winner of Candice Glover, who went on to do nothing, she became one of those forgotten winners, and one of the most failed American Idol winner of all time at this moment. She did release an album, but it failed on the charts. And it was because I believe the focus was off of these individuals and more on the dramatics of the judges. So nobody grew to love them like you did the previous winners.

So we went on to season 14 of American Idol. At this time, American Idol did not invite Nick or Mariah back, and Randy Jackson decided to part ways. The company brought back Jennifer Lopez to join Keith Urban and then brought on Harry Connick Junior, these three became the saving Grace of at least the judges panel. But it was too late for the show. The show kept these judges for the next three seasons. This season we saw the winner Caleb Johnson who took Candice‘s spot as the worst American Idol winner of all time. His failed rocker vibe and music did not captivate or grab anyone’s attention. His album flocked American idol continue to go.

Season 14, we got the winner of NickFradiani personally he is one of my favorite winners, because his music is incredible and underrated. But to the general public, he didn’t sell as bad as the other two but he’s definitely in the bottom five. He did continue to go on to perform in local venues and push forward the best he could. But now it was a stain on the American idol winners, and I believe it stems from that toxic judges panel.

We moved onto season 15, the end of American idol. They brought back the winners and some fan favorites, had a huge celebration for all the years the show was on there. The judges all came back and everybody celebrated. As the winner, Trent Harmon took on the final title of American idol. And even though, it is the end, it did not give him the push. He thought he was going to get. And he once again with the American idol winners became a failed champion.

American idol stayed gone for over a year, and the general public did miss the show, so Walt Disney purchases the show and brings it back with a more positive and energetic flare. They brought it back with the worst voting system, date. The judges had more power than America, so they got to choose majority of who they’re putting in, when America is the one that should be choosing because we are the ones that buy the albums. I said since day one, this was going to be a failure, if they do not change it back to single elimination instead of group elimination. But American idol decided it was going to do its own thing and push on.

Katy Perry, Lionel Richie and Luke Bryan became the new judges of American Idol season 16 through 22

I’m gonna combine the seasons together for the most part, but I’m going to still give them their due and their credibility. Season 16 we saw the winner of Maddie Poppee who also was the wrong winner, because Gabby Barrett who worked third place in the show went on to be a country superstar and was the front runner the entire time. We finally got some thing from one of those shows, but it wasn’t the winner. Unfortunately, the winner went on to be a failed winner again.

Season 17 we saw Laine Hardy someone from previous season come back and capture the title. The Elvis look-alike young country megastar was going to be born, but American idol sat on his album debut, and sat on his music. To the point lane, then became a failed winner and gotten legal trouble, he’s making a return today as we speak. But it may be too late for the young country artist. 

Season 18 the pandemic season, the season that took place with everybody filming from their living room or their bedrooms. We watched as American idol still tried to keep this show relevant with everybody submitting their videos, the judges were on zoom, the contestants were on zoom and we continued to watch this show as just Sam, a young woman with financial issues captured the title. She had a beautiful voice and an incredible presence for someone who was never on the stage. Yet, American Idol dropped the ball with her completely, and she became the worst winner of all time. 
 
We moved onto season 19 when Chayce Beckham, captured the title, he went on to also be a failed winner and not successful in the world of music. He did have one song that slowly climb the charts, but never quite got anywhere. He was brought back many times on the show, but that was the only time you seen or heard of him. Yet, just Sam was still left off the show. And never took the stage.

Season 20 we got the winner of Noah Thompson, the wrong winner of American idol hands-down no questions asked. He captured the title of the show because he was extremely attractive. There was no way that America actually voted him in as the best singer, except they chose him based on his looks. And where did it get us another failed winner American idol is tarnished, I don’t see the show producing a mega star ever again. We have went through so much and yet we’ve gotten nowhere. 
 
But American idol continue to push forward with season 21, that’s when America finally saw firsthand. We claimed wrong winners in the past, but this was hands-down the wrong winner. Iam Tongi American idol’s first Hawaiian winner, went on to accomplish nothing. No music, no album and definitely no concerts. He was awarded the win on this show simply because of the passing of his parent, there is no way that this man beat half of the people that he was going up against. Unfortunately, the winners are final and they claim America’s vote. But this is the first time I questioned 100% whether or not, the show was rigged. They think they were going to get success from this person, no, they are not thinking, marketing wise, American idol went for a sympathetic run instead.

Season 22 another controversy strikes American Idol as Katy Perry the judge is called out for bullying a woman for having a baby and sex under age. Even though that is not what happened, we’re in a world of cancel culture. We’re in a world where people blow up social media and change things. So this will be the last season for Katie Perry as a judge. we went on to Crown the winner of Abi Carter, American idol, normally by this time has pushed their artist to be close to having an album, to get music out there and to captivate the world. But we have yet to see anything or hear anything from this young lady and it just looks like we’re gonna follow the same train of another failed winner.

Season 23 Carrie Underwood American idol. All they need is one mega star to come forward to reconnect the crowd and the audience and build up the history of these legendary winners from the past. Because we have not seen a single successful winner since season 10 and before season six. American Idol has more failed winners than they do champions.",True
narcos,"Crime, Drama",A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,False,0.0,8.0,127.044,2868,US,2015-08-28,False,Ended,3,30,0.0,No reviews,False
mike & molly,"Comedy, Drama",A comedy about a working class Chicago couple who find love at an Overeaters Anonymous meeting.,True,2.0,6.7,49.681,238,US,2010-09-20,False,Ended,6,127,22.0,"This is a very funny show. The ensemble cast are not only very good but they have a great chemistry. They make fun of and insult each other but there is love behind all of it.  The laughs keep coming and as time goes on they occasionally dip into physical comedy, which Melissa McCarthy is very good at. 

Chuck Lorre is one of the writers of the show. He was a writer for another good show, Mom. If the show had just gone for three seasons, I would have rated it as one of the best in many years. At the beginning of season 4 (I think it was) there was a message on screen stating they hoped the viewers liked the new direction of the show.

They had Molly quit her job as a teacher. Fine. Shake things up a little bit. But alarm bells sort of when off when she decides to become a writer, because I knew immediately she would become successful at it in almost no time. That is the rule for television characters becoming writers.(but oddly enough not as much with movies.” I guess it is because these shows are written by successful writers. No doubt I am merely horribly bitter because I have written novels my entire life and not reached Molly’s level of success after a year or less. There was also some other predictable events. Still, even with those minor reservations, it is well worth watching.",True
jane the virgin,"Comedy, Drama","A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",False,0.0,7.915,146.776,856,US,2014-10-13,False,Ended,5,100,40.0,No reviews,False
naked and afraid xl,Reality,"A group of the best survival experts in the world take on an un-survivable situation: 40 days. 40 nights. No food, water or clothes. To survive they'll need to master the environment, pushing far beyond the breaking point. Will even one be able to finish?",False,0.0,7.1,45.804,41,US,2015-11-08,True,Returning Series,10,95,0.0,No reviews,False
project greenlight,Documentary,"Project Greenlight is a television series focusing on first-time filmmakers being given the chance to direct a feature film. It was created by Alex Keledjian, developed by Eli Holzman and produced by Ben Affleck, Matt Damon, Sean Bailey, and Chris Moore through their production company LivePlanet, along with Miramax Films. Project Greenlight first aired on HBO for two seasons before moving to Bravo for season three.",True,1.0,5.2,66.586,11,US,2001-12-02,False,Ended,4,42,60.0,No reviews,False
the powerpuff girls,"Action & Adventure, Animation, Comedy, Kids, Family","The Powerpuff Girls is a animated television series about Blossom, Bubbles, and Buttercup, three kindergarten-aged girls with superpowers, as well as their ""father"", the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers.",True,2.0,7.528,157.37,905,US,1998-11-18,False,Ended,6,136,12.0,No reviews,False
marvel's daredevil,"Crime, Drama, Action & Adventure",Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,False,0.0,8.2,155.129,4585,US,2015-04-10,False,Canceled,3,39,52.0,"Daredevil was the first Marvel series to be made by Netflix.
But what makes this show stand out is while it **may** be part of the MCU it is the first Marvel show to have strong language and violence. 

It was superb and gritty and Charlie Cox was outstanding as Matt Murdock/Daredevil. And Vincent D'Onofrio was equally brilliant as Wilson Fisk. | Marvel’s Daredevil is a triumph in every way possible. From the performances, storytelling, character development and fight choreography. The cast is fantastic. Every actor is perfect for their specific role. The action sequences might be the best in the entire MCU. Now we’re there some misfires? Yes they where but the positives outweigh the negatives. I don’t how Daredevil: Born Again will work out. But hopefully they can still retain a lot of the core elements from the show.",True
11.22.63,"Drama, Sci-Fi & Fantasy","An English teacher travels back in time to prevent the Kennedy assassination, but discovers he is attached to the life he has made in a bygone era.",False,0.0,7.78,98.51,1516,US,2016-02-15,False,Ended,1,8,67.5,"I sort of cringe when mainstream media says that Oswald acted alone. You know, because people are going to believe the Warren Commission then.

And we all know what a steaming pile that was. We also all know who killed JFK...Allen Dulles.

So, this hurt when I read it and it hurt even more when I watched it on the Hulu machine But I am also a King fan and he likes his build ups and those are always fun. I am disappointed it wasn't longer, I am disappointed some early chapters were cut entirely...but it was still a pleasure to watch.

Franco did a great job in a serious role and got to follow him through King's wonderful twisting plot in a period that felt an lot like the era I've only ever studied.

A disappointment is that it lacked a lot of the nostalgia for the bygone era that King filled the book with and made you feel, at times, that your father was telling the story to you and doing so without editing out the filth the times.

You could see it, but you couldn't feel the fatherly love embedded in the book. All you got was the story itself. But, that story was entertaining and fun to watch.",True
hannibal,"Drama, Crime","Both a gift and a curse, Graham has the extraordinary ability to think like his prey—he sees what they see, feels what they feel. But while Graham is pursuing an especially troubling, cannibalistic murderer, Special Agent Jack Crawford teams him with a highly respected psychiatrist – a man with a taste for the criminal minded – Dr. Hannibal Lecter.",False,0.0,8.2,113.656,2530,US,2013-04-04,False,Ended,3,39,44.0,"Well season 3 single handedly ruined the whole show. 
The ending is laughable. | This show changed my life when I first watched it at 15, now 20, I still find myself watching this show, even buying myself the dvd set. I'm tired of people wanting a season four, the show's ending is its own story without needing another season. The ending is beautifully done with Siouxsie coming out of retirement after eight years to write ""Love Crime."" I will always talk about this show and it will remain my favorite over all else.",True
mythbusters,Documentary,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",False,0.0,7.8,101.01,554,US,2003-01-23,False,Ended,16,272,51.5,No reviews,False
@midnight with chris hardwick,"Comedy, Talk","Chris Hardwick will lead three celebrity contestants down the ultimate internet wormhole. Culling from the darkest recesses of social media, they will compete to determine who has the funniest take on the day's pop culture.",True,2.0,5.1,59.457,18,US,2013-10-21,False,Ended,5,600,30.0,No reviews,False
the colbert report,"News, Comedy","The Colbert Report is an American satirical late night television program that airs Monday through Thursday on Comedy Central. It stars political humorist Stephen Colbert, a former correspondent for The Daily Show with Jon Stewart. The Colbert Report is a spin-off from and counterpart to The Daily Show that comments on politics and the media in a similar way. It satirizes conservative personality-driven political pundit programs, particularly Fox News' The O'Reilly Factor. The show focuses on a fictional anchorman character named Stephen Colbert, played by his real-life namesake. The character, described by Colbert as a ""well-intentioned, poorly informed, high-status idiot"", is a caricature of televised political pundits.

The Colbert Report has been nominated for seven Primetime Emmy Awards each in 2006, 2007, 2008, 2009, 2010, 2011, and 2012, two Television Critics Association Awards Awards, and two Satellite Awards. In 2013, it won two Emmys. It has been presented as non-satirical journalism in several instances, including by the Tom DeLay Legal Defense Trust and by Robert Wexler following his interview on the program. The Report received considerable media coverage following its debut on October 17, 2005, for Colbert's coining of the term ""truthiness"", which dictionary publisher Merriam-Webster named its 2006 Word of the Year.",True,7.0,6.8,214.538,265,US,2005-10-17,False,Ended,11,1447,25.33333333333333,No reviews,False
mad men,Drama,"Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",True,16.0,8.1,164.348,1251,US,2007-07-19,False,Ended,7,92,0.0,No reviews,False
